Date,Open,High,Low,Close,Volume,Company
2021-04-01,346.4582216992745,352.76002612721993,344.09857058473807,349.6231689453125,567600,DPZ
2021-04-01,200.54128650993974,201.9248250715064,199.30056781977217,201.02330017089844,2441200,MCD
2021-04-01,76.78902248054,77.97092737778372,76.0937819655831,76.893310546875,582900,PZZA
2021-04-05,349.2673508568801,349.969631052973,343.9206656318652,347.993896484375,701700,DPZ
2021-04-05,202.26405631536267,204.85260226855547,201.89808543465355,204.2724151611328,2866300,MCD
2021-04-05,77.40604946254452,78.57926209328679,76.51093172672121,77.75366973876953,394700,PZZA
2021-04-06,350.5501643343404,359.5674462699659,349.0894238699369,356.45867919921875,510000,DPZ
2021-04-06,205.04004311041496,207.32510686225424,204.15636036667294,207.00376892089844,3230900,MCD
2021-04-06,78.17079906249703,79.90020789870748,77.51901361184706,79.26580047607422,556800,PZZA
2021-04-07,356.0560620021735,359.5393729430988,353.3405842727519,357.9756164550781,282800,DPZ
2021-04-07,206.7984571376201,207.8071038646192,206.40572287742484,207.6285858154297,2551300,MCD
2021-04-07,79.49176422546749,81.53402422483394,78.38807034939317,81.32545471191406,572400,PZZA
2021-04-08,360.9719500924104,362.385883087887,356.89872003767647,359.49249267578125,362200,DPZ
2021-04-08,207.62859470899298,207.79819163000647,204.58481212673723,205.5220489501953,2772200,MCD
2021-04-08,81.36019406641681,82.10757512284381,80.0305463983757,80.71709442138672,489000,PZZA
2021-04-09,358.5094030287917,365.58838609405126,358.3314897352161,365.51348876953125,440600,DPZ
2021-04-09,205.46845076810314,206.7359464054995,204.29020732992944,206.61990356445312,2728900,MCD
2021-04-09,80.80402070968857,83.19390077990771,80.2825870264879,83.1678237915039,323600,PZZA
2021-04-12,366.18755377833605,367.5921138836374,362.70424357415476,365.76617431640625,420000,DPZ
2021-04-12,206.61993643424773,207.42328807536197,205.73626733509215,206.15579223632812,2292700,MCD
2021-04-12,83.16781826609731,83.16781826609731,81.01258482256631,81.53401184082031,475700,PZZA
2021-04-13,367.2644073071012,372.0492620713883,366.1969278239623,369.8019714355469,494900,DPZ
2021-04-13,205.6916465372961,206.78062439359402,205.02219360695167,206.47714233398438,2570900,MCD
2021-04-13,81.73389807339166,83.7153247803313,80.17830267058794,83.08091735839844,417700,PZZA
2021-04-14,369.50234866309927,371.05673216759243,362.95710676702146,365.78497314453125,401400,DPZ
2021-04-14,206.3878954575205,206.4503706543309,204.9329465968117,205.57562255859375,2129200,MCD
2021-04-14,83.1070029818295,83.32426483838272,81.31676740552874,81.45581817626953,245900,PZZA
2021-04-15,367.05847285838803,368.39748032719143,363.6875219843132,367.9854736328125,454000,DPZ
2021-04-15,205.129292733178,206.51283145263812,204.58480382887643,206.44142150878906,2063000,MCD
2021-04-15,82.15103740242404,82.15103740242404,80.25651408791603,80.57806396484375,363800,PZZA
2021-04-16,369.86757010799914,370.81331658343476,367.3487228508156,369.7083740234375,253500,DPZ
2021-04-16,208.5568574914852,209.1013463153076,207.3607717539252,208.04808044433594,2694300,MCD
2021-04-16,80.52591932816279,81.68174710235922,79.71770514091928,81.34281921386719,271900,PZZA
2021-04-19,368.53790034661967,373.9782571259249,368.53790034661967,372.63922119140625,407700,DPZ
2021-04-19,208.08381391842747,208.2444897006234,206.039757008652,206.9145050048828,2254800,MCD
2021-04-19,81.07342802832231,81.98592376708984,80.27390605807693,81.98592376708984,274300,PZZA
2021-04-20,372.9388869636737,376.57202120803623,371.2815159314354,372.7235107421875,563600,DPZ
2021-04-20,206.40571200872293,208.16414262175672,206.26289212887016,207.98561096191406,1885700,MCD
2021-04-20,81.6469859834297,82.45520018617314,80.69103534036756,81.16901397705078,192000,PZZA
2021-04-21,372.80778014809283,372.80778014809283,368.54726333597085,369.6802673339844,348200,DPZ
2021-04-21,208.2444777263282,208.74433369543206,206.95020488774415,207.316162109375,2065500,MCD
2021-04-21,80.67368133430949,81.66439495779065,80.19570255530269,81.23856353759766,252200,PZZA
2021-04-22,370.85068259658465,375.09245305799953,368.4629417992544,373.3882751464844,429400,DPZ
2021-04-22,207.82493615608593,208.90497908407374,207.03051935035634,207.94097900390625,1839500,MCD
2021-04-22,81.58615294151586,82.48127717296848,80.96044449481823,81.16901397705078,189400,PZZA
2021-04-23,374.1280141135429,375.50448427809994,370.3357129335649,372.40509033203125,368300,DPZ
2021-04-23,208.68184401207122,209.97613046526837,208.06595880847732,209.3870086669922,2137500,MCD
2021-04-23,81.12555457639108,82.7680532495622,80.6215056104698,82.4204330444336,299600,PZZA
2021-04-26,373.5568486499117,377.04953211347816,370.43870887345474,374.74603271484375,434800,DPZ
2021-04-26,209.56552662239574,210.07431734434653,207.00375798254456,207.3607940673828,2490100,MCD
2021-04-26,82.80282952338403,83.57628112583083,82.0380702508257,82.40306854248047,256300,PZZA
2021-04-27,374.56813906352755,377.714369066761,374.071862222571,375.5138854980469,456600,DPZ
2021-04-27,207.59289924511597,210.32426504838523,207.450079349768,209.7440643310547,2623800,MCD
2021-04-27,82.49865401320604,83.86305790246928,82.49865401320604,83.23734283447266,271700,PZZA
2021-04-28,375.51385426688364,382.73328577194286,374.05311392910943,378.2480773925781,904100,DPZ
2021-04-28,209.94043210124474,210.16358307363552,207.31617448672034,207.4500732421875,2777000,MCD
2021-04-28,83.64580492178598,84.33235310327412,82.64639917328289,83.42854309082031,363600,PZZA
2021-04-29,375.89775644386594,392.6775525042333,366.3654816726199,389.51263427734375,1139000,DPZ
2021-04-29,208.86037830013348,210.47598907809575,207.637501772572,209.94935607910156,3146700,MCD
2021-04-29,83.77616437926825,84.99283197373683,82.76806628861273,84.90592193603516,307100,PZZA
2021-04-30,389.51263516106155,401.49820380280227,389.2878861031323,395.46795654296875,733900,DPZ
2021-04-30,208.86930396124185,210.91336081487637,208.75326110062386,210.72592163085938,2640400,MCD
2021-04-30,84.90589981878651,85.46208943760873,83.90650094860185,84.05423736572266,309400,PZZA
2021-05-03,399.6442129671534,407.94987021924294,397.6216712800269,406.002197265625,793500,DPZ
2021-05-03,212.43079900349116,212.6003822972104,210.10110236808976,210.2617645263672,2458000,MCD
2021-05-03,84.05426409394396,85.51426396519008,83.91521332987034,85.15795135498047,384700,PZZA
2021-05-04,403.40836052768185,408.8486872301005,402.64052754717954,406.37664794921875,744300,DPZ
2021-05-04,209.4316630832628,210.7705689694976,208.19094417348742,208.74435424804688,2529700,MCD
2021-05-04,85.14056038925987,85.14056038925987,83.41115821325006,83.98472595214844,324100,PZZA
2021-05-05,408.2588512915191,409.15776186193165,400.861506260811,404.4103698730469,713100,DPZ
2021-05-05,208.9764286956884,210.07434134108485,206.69136480357264,209.79762268066406,2070000,MCD
2021-05-05,83.86307099524964,83.86307099524964,80.60414336590057,81.6904525756836,769900,PZZA
2021-05-06,406.8356364071986,408.74581809110856,401.17993152287073,402.66876220703125,525200,DPZ
2021-05-06,210.24386582321435,210.34205277329687,208.12839944967862,209.63690185546875,1832600,MCD
2021-05-06,86.48757975561452,89.06865115949635,85.47079606023816,87.67817687988281,1268200,PZZA
2021-05-07,403.2024771542052,406.6296079531797,403.2024771542052,404.9534912109375,566000,DPZ
2021-05-07,209.76191474024776,210.40459063246053,208.86038971203058,209.6190948486328,1406800,MCD
2021-05-07,87.773765295554,87.7911433218432,85.98353022409437,86.33983612060547,601900,PZZA
2021-05-10,405.05639096829975,407.7906138573179,401.0861769145114,403.6424865722656,596700,DPZ
2021-05-10,209.85118052793723,212.36831642179712,209.85118052793723,211.6453094482422,2031500,MCD
2021-05-10,86.43130580044321,86.83197414865406,82.96464374670377,83.08658599853516,535800,PZZA
2021-05-11,401.34838062279925,402.64995342515965,392.7992865148746,395.46795654296875,730300,DPZ
2021-05-11,212.2076618321918,212.2612158884324,207.26262846513384,208.74435424804688,3028500,MCD
2021-05-11,81.77135335521874,84.80250581050711,81.3358433650848,84.49765014648438,357400,PZZA
2021-05-12,393.2769741345163,419.02725220284776,392.56532094180756,398.370849609375,1772100,DPZ
2021-05-12,207.18228529640268,208.4854929424829,203.12986970992247,203.4601287841797,3198200,MCD
2021-05-12,84.47150990377973,85.76932764918426,82.5813917356964,83.06045532226562,497700,PZZA
2021-05-13,398.2209302369912,404.1949978786454,395.42118255087854,395.524169921875,594900,DPZ
2021-05-13,203.51369987143886,206.26292166200355,203.40659175624003,205.09361267089844,2819200,MCD
2021-05-13,82.87753978010458,84.54118423247081,82.35492920091875,84.0882568359375,512800,PZZA
2021-05-14,397.3126544251456,402.71551946301054,396.5635670235737,400.1030578613281,636200,DPZ
2021-05-14,205.93264248529886,207.65536139707035,205.71841265572948,206.83416748046875,1943100,MCD
2021-05-14,84.71538939328188,84.7240948068106,82.70332909405604,84.18406677246094,419900,PZZA
2021-05-17,400.9551283243858,407.3973537467132,400.9551283243858,405.318603515625,713800,DPZ
2021-05-17,206.02188568963226,207.3518702857789,205.52202972921708,206.79844665527344,1630900,MCD
2021-05-17,83.71371803195309,84.4889251642025,83.34789129107554,83.79210662841797,292200,PZZA
2021-05-18,406.1800796750396,413.68044025864214,405.15006315047333,405.318603515625,695500,DPZ
2021-05-18,206.9858930276244,208.19983473098662,206.7716632140712,207.02159118652344,2913000,MCD
2021-05-18,84.5673174988533,85.28156018454932,83.82695192520166,83.8617935180664,274400,PZZA
2021-05-19,402.04132017478247,407.2194931647512,397.45309564943943,404.466552734375,564800,DPZ
2021-05-19,205.50416445340707,205.85227938280093,203.67432398041768,205.43275451660156,2967000,MCD
2021-05-19,83.30434300289986,83.30434300289986,81.17034689839429,81.9020004272461,384400,PZZA
2021-05-20,402.92146436711676,409.77572454355743,401.09555337457095,401.64801025390625,1039100,DPZ
2021-05-20,205.9415418474885,208.88713699738764,205.79872197620858,207.24473571777344,1890200,MCD
2021-05-20,82.50300571661482,82.73817816487599,81.00485043034527,81.26615905761719,226300,PZZA
2021-05-21,402.17245186425544,404.57893881859803,398.65167806571077,400.4401550292969,870900,DPZ
2021-05-21,207.45899726790296,208.3337452782454,205.5756024898856,206.40573120117188,2601100,MCD
2021-05-21,81.49262474868382,82.0587890477086,79.72445530577717,80.29933166503906,297100,PZZA
2021-05-24,401.8821737832589,405.5808608057947,393.9229984582837,394.11962890625,695700,DPZ
2021-05-24,206.65565395276752,207.66428707475725,206.2093520131097,207.00376892089844,1823300,MCD
2021-05-24,80.69127509245632,82.62494014411392,80.0728518215363,82.1894302368164,378700,PZZA
2021-05-25,390.0182754444577,395.4586031307836,387.6586245389185,394.2507019042969,702400,DPZ
2021-05-25,207.23583769529003,207.77140546229268,205.93264367966657,207.2090606689453,2681900,MCD
2021-05-25,81.83231459335504,82.45944996657529,80.91774771187072,81.07453155517578,355700,PZZA
2021-05-26,394.81253989635434,397.62166042225283,392.602683556538,393.9229736328125,429300,DPZ
2021-05-26,208.68185302608236,208.68185302608236,207.22691797786499,207.39651489257812,1564200,MCD
2021-05-26,80.95259136303267,81.89328780143181,80.86548405703905,81.26615905761719,324800,PZZA
2021-05-27,395.0934256871775,399.0262057061433,392.14385496087846,396.9942626953125,471700,DPZ
2021-05-27,207.98557959136744,209.83327575563382,207.4410907991009,209.63690185546875,5242900,MCD
2021-05-27,81.59713859558816,82.16330281870628,80.72611875859229,81.6232681274414,330900,PZZA
2021-05-28,394.42864580188444,402.07880180081696,394.42864580188444,399.70977783203125,458400,DPZ
2021-05-28,210.13956156967578,210.39086990049367,208.6316978894914,209.9241485595703,2853600,MCD
2021-05-28,81.52746551534152,82.59882297154793,81.28358099402098,81.83232116699219,179900,PZZA
2021-06-01,402.949541763211,403.5207443812215,395.43046470736783,396.0859375,434800,DPZ
